index	wifi_id	ts	area	dwell_time
32886	217826	1483777540	1f-left-3	240
32887	217826	1483777540	1f-right-3	240
32888	217826	1483777540	in	723
32889	217826	1483777540	1f	723
32891	217826	1483777562	1f-right-2	700
32892	103503	1483777567	1f-left-1	192
32895	217826	1483777592	1f-left-2	671
32899	217826	1483777624	1f-right-1	42
32908	217826	1483777680	1f-left-1	156
32925	103503	1483777800	2f-stair	638
32926	103503	1483777800	2f	638
32936	217826	1483777881	2f-left-1	17
32937	217826	1483777881	2f	224
32938	217826	1483777881	2f-right-1	224
32943	103503	1483777950	2f-left-1	350
32946	103503	1483777976	2f-right-1	324
32947	217826	1483777998	2f-stair	51
32950	103503	1483778051	2f-right-2	55
32951	103503	1483778060	2f-left-2	29
32997	103503	1483778521	1f	266
33036	103503	1483778755	1f-left-3	31
33037	103503	1483778756	1f-right-3	30
33038	103503	1483778758	1f-left-2	29
33039	103503	1483778766	1f-right-2	20
33150	159965	1483780267	out	786
33154	159965	1483780352	in	700
33155	159965	1483780352	1f	700
33157	159965	1483780357	1f-right-2	483
33158	159965	1483780358	1f-right-1	479
33192	159965	1483780543	2f-stair	3
33193	159965	1483780543	2f	30
33197	159965	1483780547	2f-left-1	9
33217	159965	1483780664	1f-left-3	387
33218	159965	1483780665	1f-right-3	4
33219	159965	1483780675	1f-left-2	139
33241	159965	1483780811	1f-left-1	29
33302	1986	1483781388	out	41
33632	24779	1483783534	out	55
34698	142608	1483791353	out	742
34722	1986	1483791536	out	39
34944	22063	1483792637	out	125
35249	274228	1483794522	out	21
35254	236392	1483794625	out	560
35255	236392	1483794636	in	462
35261	236392	1483794670	1f	69
35262	236392	1483794671	1f-left-3	27
35273	236392	1483794724	1f-right-2	14
35286	236392	1483794816	2f-left-1	137
35287	236392	1483794816	2f	253
35290	236392	1483794825	2f-stair	244
35523	1790	1483796102	out	144
35606	142608	1483796585	out	385
35706	1790	1483797219	out	360
35826	40036	1483836313	out	435
36696	3016	1483845964	out	1477
36724	3016	1483846516	in	888
36725	3016	1483846516	1f	888
36726	3016	1483846519	1f-left-3	663
36727	3016	1483846521	1f-left-2	655
36728	3016	1483846521	1f-right-3	883
36729	3016	1483846522	1f-right-2	652
36736	3016	1483846569	1f-right-1	559
36738	3016	1483846614	1f-left-1	558
36764	3016	1483846893	2f	303
36933	22063	1483848282	out	319
37332	1790	1483851892	out	942
37338	1790	1483851928	in	846
37339	1790	1483851931	1f	843
37897	49188	1483856007	out	68
38705	7430	1483863577	out	140
38935	1986	1483866267	out	81
38942	1986	1483866302	in	11
39545	29498	1483870557	out	260
39569	185248	1483870748	out	661
39637	185248	1483871177	in	169
39638	185248	1483871177	1f	169
39639	185248	1483871180	1f-right-3	164
39640	185248	1483871189	1f-left-2	134
39641	185248	1483871190	1f-left-3	157
39642	185248	1483871208	1f-right-2	119
39649	185248	1483871244	1f-right-1	36
39681	142608	1483871416	out	18
39751	3480	1483871619	out	506
39815	3480	1483872083	in	7
39881	4746	1483872669	out	2331
39896	4746	1483872785	1f	1638
39897	4746	1483872785	in	2195
39898	4746	1483872785	1f-left-3	1540
39899	4746	1483872789	1f-right-3	1188
39900	4746	1483872790	1f-left-2	1493
39901	4746	1483872796	1f-right-2	1183
39904	4746	1483872843	2f-stair	376
39905	4746	1483872843	2f	951
39906	4746	1483872846	2f-right-1	369
39933	4746	1483873004	2f-left-1	210
39964	4746	1483873256	1f-right-1	776
40033	4746	1483873656	1f-left-1	550
40444	4746	1483876908	out	44
40637	86070	1483878913	out	528
40755	24779	1483879819	out	462
40949	86070	1483881107	out	26
40960	24779	1483881271	out	138
41224	4746	1483920700	out	16
41257	1986	1483923002	out	12
41264	4746	1483923349	out	54
41698	226394	1483928330	out	4603
41721	226394	1483928578	in	4296
41730	226394	1483928651	1f-left-3	3872
41731	226394	1483928651	1f	4223
41732	226394	1483928657	1f-right-3	4029
41769	226394	1483928872	1f-right-1	3953
41770	226394	1483928873	1f-left-1	497
41780	226394	1483928958	1f-right-2	3663
41782	226394	1483929015	1f-left-2	3859
41880	226394	1483930348	1f-left-1	2489
42577	36238	1483936160	out	315
42717	226394	1483937351	out	2
43249	1986	1483941597	out	21
43970	1790	1483946786	out	61
45060	185248	1483957294	out	43
45648	3016	1483961828	out	3950
46144	3016	1483964339	in	1385
46145	3016	1483964339	1f-left-2	1374
46146	3016	1483964339	1f	1383
46204	3016	1483964799	1f-left-3	920
46205	3016	1483964802	1f-right-3	915
46206	3016	1483964805	1f-right-2	908
46211	3016	1483964830	1f-right-1	561
46237	3016	1483964913	2f	541
46238	3016	1483964913	2f-stair	90
46240	3016	1483964918	2f-right-1	377
46242	3016	1483964921	2f-left-1	257
46247	3016	1483964932	2f-left-2	522
46249	3016	1483964943	2f-right-2	14
46271	3016	1483965084	1f-left-1	311
46544	36643	1483967783	out	530
46546	36643	1483967808	in	474
46547	36643	1483967808	1f-left-3	468
46548	36643	1483967808	1f	474
46550	36643	1483967821	1f-right-3	444
46551	36643	1483967827	1f-left-2	440
46556	36643	1483967892	2f-left-1	99
46557	36643	1483967892	2f	230
46562	36643	1483967913	1f-right-2	351
46565	36643	1483967920	1f-right-1	156
46568	36643	1483967934	2f-stair	5
46571	36643	1483967953	2f-left-2	23
46573	36643	1483967972	2f-right-2	149
46577	36643	1483967987	2f-right-1	10
46588	36643	1483968093	1f-left-1	15
46604	51135	1483968317	out	29
46925	22951	1484014212	out	378
47121	6672	1484017227	out	265
47285	6672	1484018538	out	548
47349	125927	1484018793	out	173
47957	26402	1484025325	out	46
48042	86070	1484025745	out	743
48046	185248	1484025822	out	50
48287	78168	1484028336	out	1072
48291	78168	1484028342	in	1023
48292	78168	1484028342	1f	1023
48293	78168	1484028342	1f-left-3	656
48297	78168	1484028351	1f-right-3	1014
48298	78168	1484028351	1f-left-2	996
48306	78168	1484028377	1f-left-1	911
48307	78168	1484028379	1f-right-2	981
48308	78168	1484028383	1f-right-1	761
48446	26402	1484029446	out	669
49085	152974	1484036118	out	861
49097	152974	1484036282	1f	655
49098	152974	1484036282	in	655
49105	152974	1484036303	1f-left-3	168
49106	152974	1484036310	1f-right-3	161
49109	152974	1484036331	1f-right-2	605
49113	152974	1484036360	1f-left-2	138
49114	152974	1484036377	1f-right-1	126
49123	152974	1484036500	1f-left-1	9
49125	152974	1484036514	2f-stair	375
49126	152974	1484036514	2f	397
49127	152974	1484036524	2f-right-1	388
49128	152974	1484036546	2f-left-1	241
49134	152974	1484036671	2f-right-2	81
49136	152974	1484036673	2f-left-2	41
49520	24779	1484040657	out	113
49711	24779	1484042211	out	559
50116	3480	1484046545	out	45
50402	36643	1484048961	out	1223
50410	36643	1484048994	in	1089
50411	36643	1484048994	1f	1089
50427	36643	1484049029	1f-left-2	189
50429	36643	1484049075	1f-right-1	766
50430	36643	1484049084	1f-right-2	135
50457	36643	1484049299	2f-stair	69
50458	36643	1484049299	2f	69
50532	36643	1484049818	1f-right-3	8
50739	36643	1484051746	out	53
51411	236392	1484099378	out	247
52106	24625	1484108971	out	119
52962	26402	1484118255	out	254
52977	78168	1484118564	out	31
53434	36643	1484124074	out	1194
53438	36643	1484124100	in	1002
53439	36643	1484124100	1f	1002
53440	36643	1484124101	1f-left-3	995
53441	36643	1484124106	1f-right-3	989
53442	36643	1484124109	1f-right-2	934
53447	36643	1484124125	1f-left-2	831
53459	36643	1484124218	2f	448
53462	36643	1484124256	1f-right-1	242
53469	36643	1484124317	2f-stair	91
53532	200242	1484124821	out	441
53533	200242	1484124821	in	425
53534	200242	1484124821	1f	425
53543	200242	1484124852	1f-right-3	384
53546	200242	1484124877	1f-left-3	360
53556	200242	1484124899	1f-right-2	322
53563	200242	1484124917	1f-right-1	290
53566	200242	1484124961	2f-stair	215
53567	200242	1484124961	2f	215
53568	200242	1484124972	2f-left-1	53
53569	200242	1484124973	2f-right-1	40
53571	36643	1484124991	1f-left-1	37
53572	200242	1484125002	2f-left-2	7
53593	975	1484125198	out	19
53594	200242	1484125216	1f-left-2	19
53885	24625	1484128552	out	13
54185	24779	1484131589	out	31
54722	33296	1484135891	out	767
54829	236392	1484136723	out	3
55031	24625	1484138146	out	97
55204	78168	1484139432	out	44
55288	26402	1484140560	out	30
55483	236392	1484143646	out	42
55504	78168	1484145617	out	19
56017	26402	1484193593	out	619
57009	71302	1484203659	out	714
57013	71302	1484203672	in	665
57014	71302	1484203672	1f-left-3	665
57015	71302	1484203672	1f	665
57053	71302	1484203946	1f-right-3	387
57081	71302	1484204152	1f-right-2	149
57083	71302	1484204159	1f-left-2	114
57086	71302	1484204199	1f-left-1	90
57092	71302	1484204272	1f-right-1	29
57150	26402	1484204791	out	36
58386	24625	1484216027	out	25
58845	290138	1484219876	out	1249
58847	290138	1484219929	in	1186
58848	290138	1484219929	1f-right-3	606
58849	290138	1484219929	1f	606
58850	290138	1484219931	1f-left-3	600
58851	290138	1484219932	1f-left-2	313
58885	290138	1484220240	1f-right-2	12
58916	78168	1484220631	out	690
